tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
14.00;53292332#0_0;29.81;12.38;0.00;0.00;240384794_0;61.44;6.72;vehroute_0.122.0 tripinfo_0.122.0 routing_0.122.0 emissions_0.122.0;14.00;0.122.0;1;142.76;1.18;0.00;4.69;passenger;;0;0.00;69141.332414;1109.124053;6.706329;29.602847;1.398907;0;29.720650
14.00;48484723_1;142.71;17.60;0.00;0.00;48484828#4_1;104.30;18.56;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;14.00;7.1122.0;0;243.43;1.11;0.00;0.60;taxi;;0;0.00;27509.932800;146.565914;1.265284;9.981938;0.410564;0;11.825293
19.00;53292332#0_0;29.81;12.58;0.00;0.00;--199263543_0;27.84;13.33;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;19.00;0.82.0;1;197.08;1.20;0.00;4.81;passenger;;0;0.00;64147.955570;953.044605;5.866443;26.796633;1.222133;0;27.574298
20.00;48484723_1;142.71;17.90;0.00;0.00;48484828#4_1;0.00;19.00;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;20.00;0.162.0;0;347.73;1.14;0.00;0.89;passenger;;0;0.00;41844.866550;356.767275;2.600101;16.169494;0.734645;0;17.987169
21.00;53283046#0_0;165.89;19.69;0.00;0.00;192483968#1_0;0.00;20.15;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;21.00;0.182.0;0;368.27;1.21;0.00;2.48;passenger;;0;0.00;82533.010245;1014.171922;6.619438;34.002417;1.653032;0;35.476999
23.00;53283046#0_0;165.89;19.64;1.00;1.00;192483968#1_0;0.00;17.62;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;22.00;7.1132.0;0;368.27;1.20;0.00;2.85;taxi;;0;0.00;104235.455661;1254.755271;8.212662;42.761502;2.066453;0;44.805854
25.00;53281543_0;136.33;12.93;0.00;0.00;408074469#0_2;0.00;19.42;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;25.00;1.292.0;1;313.79;1.16;0.00;3.93;passenger;;0;0.00;65747.854771;809.927746;5.180002;25.868472;1.082256;0;28.262182
30.00;48484723_1;142.71;19.95;2.00;2.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;28.00;2.150.0;0;335.63;1.20;0.00;10.51;bus;;0;0.00;702816.914665;1025.963683;198.595499;5308.265386;110.431819;0;299.748768
33.00;775830384_1;114.22;19.91;0.00;0.00;53281545#2_0;0.00;17.69;vehroute_0.281.0 tripinfo_0.281.0 routing_0.281.0 emissions_0.281.0;33.00;0.281.0;1;403.47;1.26;0.00;13.08;passenger;;1;4.00;129866.022018;2158.381037;12.937511;54.412532;2.617731;0;55.823570
34.00;28639939#0_0;139.89;14.52;0.00;0.00;53281545#2_1;0.00;17.57;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;34.00;0.283.0;1;333.86;1.05;0.00;11.94;passenger;;1;1.00;124221.881429;2250.217994;13.213309;52.864245;2.495625;0;53.397491
