tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
13.00;48484723_1;142.71;19.47;0.00;0.00;48484828#4_1;110.35;20.16;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;13.00;7.1122.0;0;237.38;1.21;0.00;0.50;taxi;;0;0.00;27311.243173;187.028071;1.509133;10.203702;0.460377;0;11.739855
14.00;53292332#0_0;29.81;11.42;0.00;0.00;240384794_0;54.20;9.89;vehroute_0.122.0 tripinfo_0.122.0 routing_0.122.0 emissions_0.122.0;14.00;0.122.0;1;150.00;1.13;0.00;3.78;passenger;;0;0.00;67046.032047;1060.585369;6.441343;28.798912;1.381184;0;28.819934
21.00;53292332#0_0;29.81;12.75;0.00;0.00;--199263543_0;33.46;12.82;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;21.00;0.82.0;1;191.46;1.15;0.00;7.43;passenger;;0;0.00;68506.581834;1215.405692;7.162257;29.110225;1.342709;0;29.447960
21.00;53283046#0_0;165.89;21.36;0.00;0.00;192483968#1_0;0.00;21.77;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;21.00;0.182.0;0;368.27;1.31;0.00;3.28;passenger;;0;0.00;83528.660418;1125.002969;7.156661;34.937353;1.739582;0;35.904954
22.00;48484723_1;142.71;16.48;0.00;0.00;48484828#4_1;0.00;16.99;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;22.00;0.162.0;0;347.73;1.02;0.00;0.78;passenger;;0;0.00;42149.650519;214.185553;1.876109;15.236939;0.587899;0;18.118286
23.00;53283046#0_0;165.89;19.68;1.00;1.00;192483968#1_0;0.00;17.96;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;22.00;7.1132.0;0;368.27;1.22;0.00;3.25;taxi;;0;0.00;93907.477407;1137.430939;7.453181;38.462162;1.855826;0;40.366370
31.00;48484723_1;142.71;19.76;3.00;3.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;28.00;2.150.0;0;335.63;1.20;0.00;10.57;bus;;0;0.00;691301.785570;1008.456288;193.027086;5222.764883;108.419862;0;294.835492
32.00;53281543_0;136.33;12.58;0.00;0.00;408074469#0_2;0.00;19.67;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;32.00;1.292.0;1;313.79;1.18;0.00;11.28;passenger;;1;4.00;79187.453763;1301.524585;7.795650;32.240918;1.424748;0;34.039363
33.00;775830384_1;114.22;21.93;0.00;0.00;53281545#2_0;0.00;17.69;vehroute_0.281.0 tripinfo_0.281.0 routing_0.281.0 emissions_0.281.0;33.00;0.281.0;1;398.70;1.32;0.00;13.91;passenger;;1;6.00;142678.872891;2867.005640;16.498327;59.809859;2.971581;0;61.331581
33.00;28639939#0_0;139.89;15.57;0.00;0.00;53281545#2_1;0.00;17.69;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;33.00;0.283.0;1;333.86;1.20;0.00;13.16;passenger;;1;4.00;126687.979294;2131.219972;12.746354;54.034733;2.589298;0;54.457367
