tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
11.00;53292332#0_0;29.81;13.44;0.00;0.00;240384794_0;44.30;13.19;vehroute_0.122.0 tripinfo_0.122.0 routing_0.122.0 emissions_0.122.0;11.00;0.122.0;1;159.90;1.28;0.00;2.01;passenger;;0;0.00;69338.224010;1052.084693;6.473127;29.747899;1.474778;0;29.805165
12.00;48484723_1;142.71;20.73;0.00;0.00;48484828#4_1;117.11;21.15;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;12.00;7.1122.0;0;230.62;1.27;0.00;0.30;taxi;;0;0.00;29639.211826;156.916567;1.415440;10.597233;0.477154;0;12.740569
19.00;48484723_1;142.71;18.99;0.00;0.00;48484828#4_1;0.00;19.03;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;19.00;0.162.0;0;347.73;1.14;0.00;0.63;passenger;;0;0.00;45782.602809;377.127436;2.703645;17.454355;0.787264;0;19.679832
21.00;53292332#0_0;29.81;12.96;0.00;0.00;--199263543_0;37.13;13.88;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;21.00;0.82.0;1;187.79;1.25;0.00;8.10;passenger;;0;0.00;72910.935086;1281.179897;7.571921;31.096117;1.452613;0;31.341154
21.00;53283046#0_0;165.89;20.49;0.00;0.00;192483968#1_0;0.00;20.89;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;21.00;0.182.0;0;368.27;1.25;0.00;2.98;passenger;;0;0.00;80155.696844;898.219407;6.010896;32.279847;1.545398;0;34.455156
23.00;53283046#0_0;165.89;19.47;1.00;1.00;192483968#1_0;0.00;15.72;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;22.00;7.1132.0;0;368.27;1.21;0.00;3.14;taxi;;0;0.00;106424.310517;1248.280435;8.184363;43.297949;2.076062;0;45.746767
32.00;48484723_1;142.71;19.72;3.00;3.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;29.00;2.150.0;0;335.63;1.20;0.00;11.25;bus;;0;0.00;703568.609546;1038.224278;202.825960;5331.358897;111.668622;0;300.068336
33.00;28639939#0_0;139.89;15.43;0.00;0.00;53281545#2_1;0.00;17.69;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;33.00;0.283.0;1;333.86;1.19;0.00;12.90;passenger;;1;1.00;134133.750557;2298.515146;13.683345;56.980503;2.721679;0;57.658040
34.00;775830384_1;114.22;18.05;0.00;0.00;53281545#2_0;0.00;17.69;vehroute_0.281.0 tripinfo_0.281.0 routing_0.281.0 emissions_0.281.0;34.00;0.281.0;1;403.47;1.13;0.00;11.82;passenger;;1;3.00;115962.232608;1748.616630;10.693250;48.011735;2.242620;0;49.846937
34.00;53281543_0;136.33;12.00;0.00;0.00;408074469#0_2;0.00;18.83;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;34.00;1.292.0;1;313.79;1.13;0.00;12.28;passenger;;1;5.00;88215.006977;1498.026640;8.855166;35.894349;1.594743;0;37.919957
36.00;53283046#0_1;165.89;19.41;7.00;7.00;192483968#1_1;12.10;0.00;vehroute_3.450.0 tripinfo_3.450.0 routing_3.450.0 emissions_3.450.0;29.00;3.450.0;0;356.19;1.20;0.00;10.58;bus;;0;0.00;704323.784422;1023.351061;194.729613;5315.314260;110.021742;0;300.389179
39.00;28639939#0_0;139.89;17.47;5.00;5.00;53281545#2_0;0.00;1.50;vehroute_6.1162.0 tripinfo_6.1162.0 routing_6.1162.0 emissions_6.1162.0;34.00;6.1162.0;1;341.71;1.30;0.00;15.50;taxi;;1;2.00;157850.989132;2622.120617;15.687526;66.285390;3.127647;0;67.853077
40.00;775830384_1;114.22;18.93;4.00;4.00;53281545#2_0;0.00;5.01;vehroute_6.1161.0 tripinfo_6.1161.0 routing_6.1161.0 emissions_6.1161.0;36.00;6.1161.0;1;398.70;1.16;0.00;14.08;taxi;;0;0.00;166266.203587;2682.808435;16.133764;69.912565;3.316902;0;71.470298
43.00;-292382413_0;152.29;15.61;2.00;2.00;53281545#2_1;0.00;12.64;vehroute_0.284.0 tripinfo_0.284.0 routing_0.284.0 emissions_0.284.0;41.00;0.284.0;1;410.56;1.43;0.00;19.38;passenger;;0;0.00;166811.839638;2810.324420;16.680854;69.599585;3.210841;0;71.705097
43.00;775830384_1;114.22;20.41;21.00;0.43;53281545#2_1;0.00;21.27;vehroute_0.281.1 tripinfo_0.281.1 routing_0.281.1 emissions_0.281.1;22.00;0.281.1;1;398.70;1.28;0.00;2.08;passenger;;0;0.00;99768.345028;1256.525159;8.152024;41.334104;2.051587;0;42.885603
44.00;37022128_0;106.30;21.54;3.00;3.00;53281545#2_0;0.00;9.10;vehroute_0.285.0 tripinfo_0.285.0 routing_0.285.0 emissions_0.285.0;41.00;0.285.0;1;390.07;1.33;0.00;22.71;passenger;;1;5.00;196862.377336;3795.860704;22.004723;83.415287;4.023565;0;84.622602
46.00;53292419_0;342.11;13.10;0.00;0.00;--199263543_0;71.98;7.63;vehroute_0.83.0 tripinfo_0.83.0 routing_0.83.0 emissions_0.83.0;46.00;0.83.0;1;512.57;1.25;0.00;10.99;passenger;;0;0.00;138953.807460;1963.494821;12.144603;56.497372;2.469819;0;59.730155
