tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
11.00;48484723_1;142.71;19.93;0.00;0.00;48484828#4_1;127.37;20.98;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;11.00;7.1122.0;0;220.36;1.26;0.00;0.39;taxi;;0;0.00;29022.553133;293.244369;2.042553;11.440583;0.559722;0;12.475427
14.00;53292332#0_0;29.81;12.00;0.00;0.00;240384794_0;66.47;3.90;vehroute_0.122.0 tripinfo_0.122.0 routing_0.122.0 emissions_0.122.0;14.00;0.122.0;1;137.73;1.08;0.00;3.65;passenger;;0;0.00;73615.997099;1229.644140;7.355256;31.226920;1.455212;0;31.644202
17.00;48484723_1;142.71;20.35;0.00;0.00;48484828#4_1;0.00;21.48;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;17.00;0.162.0;0;347.73;1.29;0.00;0.70;passenger;;0;0.00;60560.883874;489.989534;3.684447;22.901597;1.088218;0;26.032331
20.00;53283046#0_0;165.89;18.72;0.00;0.00;192483968#1_0;0.00;19.93;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;20.00;0.182.0;0;368.27;1.20;0.00;1.20;passenger;;0;0.00;70316.684863;707.516858;4.924617;27.913152;1.329291;0;30.225828
21.00;53292332#0_0;29.81;11.97;0.00;0.00;--199263543_0;38.06;13.26;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;21.00;0.82.0;1;186.86;1.19;0.00;7.66;passenger;;0;0.00;72376.688954;1245.561233;7.396738;30.765212;1.432964;0;31.111502
22.00;53283046#0_0;165.89;18.90;1.00;1.00;192483968#1_0;0.00;17.77;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;21.00;7.1132.0;0;368.27;1.19;0.00;1.63;taxi;;0;0.00;81469.200256;799.386973;5.607799;32.261286;1.515831;0;35.019780
30.00;53281543_0;136.33;12.66;0.00;0.00;408074469#0_2;0.00;20.93;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;30.00;1.292.0;1;313.79;1.26;0.00;10.47;passenger;;1;3.00;73650.501785;1259.488428;7.479150;29.863995;1.345599;0;31.659297
30.00;48484723_1;142.71;19.46;3.00;3.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;27.00;2.150.0;0;335.63;1.20;0.00;9.88;bus;;0;0.00;665338.115799;962.970369;181.436952;5016.723018;103.482225;0;283.761172
33.00;775830384_1;114.22;19.58;0.00;0.00;53281545#2_0;0.00;17.69;vehroute_0.281.0 tripinfo_0.281.0 routing_0.281.0 emissions_0.281.0;33.00;0.281.0;1;403.47;1.20;0.00;12.23;passenger;;1;3.00;130199.423036;1871.021834;11.579762;53.446917;2.514390;0;55.966833
33.00;28639939#0_0;139.89;15.73;0.00;0.00;53281545#2_1;0.00;17.69;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;33.00;0.283.0;1;333.86;1.17;0.00;12.86;passenger;;2;2.00;129950.853842;2235.211894;13.291862;55.046860;2.619524;0;55.860040
34.00;53283046#0_1;165.89;19.93;5.00;5.00;192483968#1_1;12.10;0.00;vehroute_3.450.0 tripinfo_3.450.0 routing_3.450.0 emissions_3.450.0;29.00;3.450.0;0;356.19;1.20;0.00;10.56;bus;;0;0.00;713356.688479;1038.018869;199.973490;5383.172449;111.728322;0;304.243823
37.00;28639939#0_0;139.89;15.47;5.00;5.00;53281545#2_0;0.00;1.37;vehroute_6.1162.0 tripinfo_6.1162.0 routing_6.1162.0 emissions_6.1162.0;32.00;6.1162.0;1;341.71;1.20;0.00;11.05;taxi;;0;0.00;153414.321480;2579.100018;15.396400;65.109684;3.081073;0;65.945873
