tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
12.00;48484723_1;142.71;20.31;0.00;0.00;48484828#4_1;116.58;20.83;vehroute_7.1122.0 tripinfo_7.1122.0 routing_7.1122.0 emissions_7.1122.0;12.00;7.1122.0;0;231.15;1.25;0.00;0.42;taxi;;0;0.00;35334.980779;347.824967;2.443672;13.883098;0.673829;0;15.188846
13.00;53292332#0_0;29.81;12.97;0.00;0.00;240384794_0;62.49;6.19;vehroute_0.122.0 tripinfo_0.122.0 routing_0.122.0 emissions_0.122.0;13.00;0.122.0;1;141.71;1.20;0.00;3.44;passenger;;0;0.00;77611.649048;1210.084090;7.379598;33.295066;1.606791;0;33.361578
19.00;48484723_1;142.71;18.64;0.00;0.00;48484828#4_1;0.00;19.16;vehroute_0.162.0 tripinfo_0.162.0 routing_0.162.0 emissions_0.162.0;19.00;0.162.0;0;347.73;1.15;0.00;0.62;passenger;;0;0.00;43416.222015;317.491124;2.425781;16.342616;0.725477;0;18.662648
21.00;53292332#0_0;29.81;10.79;0.00;0.00;--199263543_0;37.85;11.74;vehroute_0.82.0 tripinfo_0.82.0 routing_0.82.0 emissions_0.82.0;21.00;0.82.0;1;187.07;1.06;0.00;7.05;passenger;;0;0.00;60917.247093;1039.752185;6.180225;25.728311;1.175115;0;26.185637
21.00;53283046#0_0;165.89;18.80;0.00;0.00;192483968#1_0;0.00;18.98;vehroute_0.182.0 tripinfo_0.182.0 routing_0.182.0 emissions_0.182.0;21.00;0.182.0;0;368.27;1.14;0.00;0.91;passenger;;0;0.00;57725.479208;467.427882;3.463476;22.117002;0.995939;0;24.813520
23.00;53283046#0_0;165.89;17.76;1.00;1.00;192483968#1_0;0.00;17.22;vehroute_7.1132.0 tripinfo_7.1132.0 routing_7.1132.0 emissions_7.1132.0;22.00;7.1132.0;0;368.27;1.10;0.00;1.33;taxi;;0;0.00;70801.703943;765.423516;5.109010;28.490346;1.335187;0;30.434307
30.00;53281543_0;136.33;13.60;0.00;0.00;408074469#0_2;0.00;21.24;vehroute_1.292.0 tripinfo_1.292.0 routing_1.292.0 emissions_1.292.0;30.00;1.292.0;1;313.79;1.27;0.00;10.62;passenger;;1;2.00;81827.923014;1278.603728;7.741971;33.287676;1.471946;0;35.174334
30.00;48484723_1;142.71;19.52;3.00;3.00;48484828#4_1;12.10;0.00;vehroute_2.150.0 tripinfo_2.150.0 routing_2.150.0 emissions_2.150.0;27.00;2.150.0;0;335.63;1.20;0.00;9.65;bus;;0;0.00;667988.199477;963.925045;181.763065;5031.415906;103.646881;0;284.892352
33.00;775830384_1;114.22;19.37;0.00;0.00;53281545#2_0;0.00;17.69;vehroute_0.281.0 tripinfo_0.281.0 routing_0.281.0 emissions_0.281.0;33.00;0.281.0;1;403.47;1.18;0.00;11.88;passenger;;1;3.00;120996.867640;1868.110982;11.413030;50.663503;2.418484;0;52.011019
33.00;28639939#0_0;139.89;15.53;0.00;0.00;53281545#2_1;0.00;17.69;vehroute_0.283.0 tripinfo_0.283.0 routing_0.283.0 emissions_0.283.0;33.00;0.283.0;1;333.86;1.21;0.00;13.13;passenger;;1;1.00;137681.854199;2367.784427;14.080651;58.385167;2.778187;0;59.183241
36.00;53283046#0_1;165.89;19.76;6.00;6.00;192483968#1_1;12.10;0.00;vehroute_3.450.0 tripinfo_3.450.0 routing_3.450.0 emissions_3.450.0;30.00;3.450.0;0;356.19;1.20;0.00;11.98;bus;;0;0.00;723311.645408;1072.436197;209.541636;5489.883019;115.259385;0;308.487321
37.00;775830384_1;114.22;19.58;4.00;4.00;53281545#2_0;0.00;4.96;vehroute_6.1161.0 tripinfo_6.1161.0 routing_6.1161.0 emissions_6.1161.0;33.00;6.1161.0;1;398.70;1.19;0.00;12.08;taxi;;0;0.00;139005.296817;2118.607667;12.940769;57.499350;2.681376;0;59.752147
38.00;37022128_0;106.30;19.55;3.00;3.00;53281545#2_0;0.00;9.09;vehroute_0.285.0 tripinfo_0.285.0 routing_0.285.0 emissions_0.285.0;35.00;0.285.0;1;390.07;1.20;0.00;15.02;passenger;;2;4.00;128059.981590;2257.551963;13.339839;53.041569;2.507164;0;55.047474
40.00;28639939#0_0;139.89;16.52;5.00;5.00;53281545#2_0;0.00;1.37;vehroute_6.1162.0 tripinfo_6.1162.0 routing_6.1162.0 emissions_6.1162.0;35.00;6.1162.0;1;341.71;1.24;0.00;14.58;taxi;;0;0.00;145908.883481;2526.250583;14.924528;61.186599;2.845302;0;62.719831
43.00;775830384_1;114.22;19.87;21.00;0.43;53281545#2_1;0.00;20.14;vehroute_0.281.1 tripinfo_0.281.1 routing_0.281.1 emissions_0.281.1;22.00;0.281.1;1;398.70;1.21;0.00;1.46;passenger;;0;0.00;79312.962248;861.736302;5.784724;31.797165;1.516759;0;34.092899
45.00;-292382413_0;152.29;10.36;2.00;2.00;53281545#2_1;0.00;12.24;vehroute_0.284.0 tripinfo_0.284.0 routing_0.284.0 emissions_0.284.0;43.00;0.284.0;1;410.56;0.98;0.00;11.60;passenger;;0;0.00;115123.233141;2026.484926;11.933913;47.268451;2.067928;0;49.486723
46.00;37022128_0;106.30;18.62;10.00;10.00;53281545#2_0;0.00;0.40;vehroute_6.1164.0 tripinfo_6.1164.0 routing_6.1164.0 emissions_6.1164.0;36.00;6.1164.0;1;397.92;1.19;0.00;15.12;taxi;;0;0.00;169275.325111;2909.185484;17.309386;71.840403;3.440742;0;72.763824
50.00;-292382413_0;152.29;11.15;7.00;7.00;53281545#2_0;0.00;1.05;vehroute_6.1163.0 tripinfo_6.1163.0 routing_6.1163.0 emissions_6.1163.0;43.00;6.1163.0;1;418.41;1.11;0.00;15.00;taxi;;0;0.00;153051.397336;2659.979555;15.739828;64.190254;2.952032;0;65.790129
52.00;-37061736#7_0;33.63;12.73;0.00;0.00;583371595#1_0;81.21;20.49;vehroute_0.33.0 tripinfo_0.33.0 routing_0.33.0 emissions_0.33.0;52.00;0.33.0;1;849.80;1.23;0.00;8.22;passenger;;0;0.00;187463.353152;2358.579521;15.252512;76.640313;3.694398;0;80.581697
